transaction_id,transaction_date,department,vendor_name,vendor_id,amount,payment_mode,purpose,location,budget_head
TXN200496,2024-11-09,Transport,GreenPower Ltd,V005,195607,CHEQUE,Electricity Infrastructure,Delhi,2210
TXN200497,2024-08-08,Education,EduTech Solutions,V004,160036,CHEQUE,Infrastructure Maintenance,Bengaluru,3601
TXN200498,2024-04-26,Transport,Metro Infra,V007,219006,RTGS,Emergency Purchase,Bengaluru,3451
TXN200499,2024-05-15,Education,AquaWorks,V006,277013,RTGS,Emergency Purchase,Pune,2210
TXN200500,2024-09-01,Transport,ABC Pharma,V001,270215,RTGS,Road Repair Work,Bengaluru,3601
TXN200501,2024-09-01,Transport,BuildRight Constructions,V003,96008,NEFT,Digital Education Program,Bengaluru,3451
TXN200502,2024-04-17,Public Works,AquaWorks,V006,1268348,NEFT,Electricity Infrastructure,Bengaluru,3451
TXN200503,2025-01-01,Education,XYZ Medical,V002,204403,NEFT,Road Repair Work,Mumbai,3451
TXN200504,2024-08-17,Public Works,BuildRight Constructions,V003,98772,RTGS,Emergency Purchase,Chennai,3451
TXN200505,2024-09-05,Transport,AquaWorks,V006,172842,CHEQUE,Infrastructure Maintenance,Mumbai,3451
TXN200506,2024-12-26,Health,ABC Pharma,V001,67195,NEFT,Road Repair Work,Chennai,3054
TXN200507,2024-09-28,Rural Development,XYZ Medical,V002,232563,CHEQUE,Electricity Infrastructure,Bengaluru,2202
TXN200508,2024-08-08,Rural Development,Metro Infra,V007,1394433,RTGS,Digital Education Program,Pune,3054
TXN200509,2024-09-04,Rural Development,Metro Infra,V007,251989,CHEQUE,Medicine Procurement,Bengaluru,3451
TXN200510,2024-10-04,Rural Development,ABC Pharma,V001,949674,CHEQUE,Road Repair Work,Bengaluru,3054
TXN200511,2024-12-19,Education,RuralTech Services,V008,1381984,RTGS,Infrastructure Maintenance,Delhi,3054
TXN200512,2024-06-13,Education,ABC Pharma,V001,85503,CHEQUE,Water Pipeline Upgrade,Pune,2202
TXN200513,2024-08-28,Urban Development,ABC Pharma,V001,146840,CHEQUE,Medicine Procurement,Bengaluru,3451
TXN200514,2024-10-02,Rural Development,GreenPower Ltd,V005,258496,CHEQUE,Road Repair Work,Delhi,3601
TXN200515,2024-09-25,Education,EduTech Solutions,V004,270003,NEFT,Infrastructure Maintenance,Pune,3601
TXN200516,2024-06-27,Rural Development,GreenPower Ltd,V005,193950,RTGS,Road Repair Work,Pune,2202
TXN200517,2024-08-18,Public Works,RuralTech Services,V008,124121,RTGS,Road Repair Work,Delhi,3054
TXN200518,2024-10-03,Transport,AquaWorks,V006,163877,RTGS,Medicine Procurement,Mumbai,3601
TXN200519,2024-11-17,Urban Development,Metro Infra,V007,244117,RTGS,Medicine Procurement,Mumbai,3054
TXN200520,2024-12-31,Transport,Metro Infra,V007,112191,RTGS,Digital Education Program,Bengaluru,3601
TXN200521,2024-08-26,Rural Development,XYZ Medical,V002,242208,NEFT,Medicine Procurement,Chennai,3601
TXN200522,2024-09-04,Public Works,AquaWorks,V006,103799,NEFT,Water Pipeline Upgrade,Delhi,3601
TXN200523,2024-10-29,Rural Development,XYZ Medical,V002,83495,CHEQUE,Infrastructure Maintenance,Delhi,3451
TXN200524,2024-10-19,Rural Development,AquaWorks,V006,171022,RTGS,Digital Education Program,Mumbai,2202
TXN200525,2024-12-29,Rural Development,Metro Infra,V007,276326,RTGS,Infrastructure Maintenance,Mumbai,3054
TXN200526,2024-05-04,Transport,XYZ Medical,V002,263329,CHEQUE,Electricity Infrastructure,Mumbai,3601
TXN200527,2024-11-08,Transport,EduTech Solutions,V004,111778,CHEQUE,Emergency Purchase,Mumbai,2202
TXN200528,2024-07-23,Rural Development,EduTech Solutions,V004,275493,RTGS,Medicine Procurement,Bengaluru,3054
TXN200529,2024-06-07,Rural Development,Metro Infra,V007,112109,CHEQUE,Medicine Procurement,Chennai,3601
TXN200530,2024-12-17,Public Works,EduTech Solutions,V004,121068,NEFT,Digital Education Program,Chennai,2210
TXN200531,2024-10-02,Health,XYZ Medical,V002,125234,NEFT,Medicine Procurement,Bengaluru,2202
TXN200532,2024-11-15,Public Works,ABC Pharma,V001,194729,CHEQUE,Water Pipeline Upgrade,Delhi,2210
TXN200533,2025-01-01,Transport,XYZ Medical,V002,117109,CHEQUE,Digital Education Program,Pune,3601
TXN200534,2025-01-17,Education,EduTech Solutions,V004,255082,NEFT,Digital Education Program,Chennai,3601
TXN200535,2024-04-16,Education,BuildRight Constructions,V003,1758368,RTGS,Road Repair Work,Pune,2210
TXN200536,2024-08-19,Rural Development,XYZ Medical,V002,144894,RTGS,Water Pipeline Upgrade,Chennai,3451
TXN200537,2024-07-25,Rural Development,ABC Pharma,V001,179339,RTGS,Electricity Infrastructure,Pune,2210
TXN200538,2024-12-01,Urban Development,BuildRight Constructions,V003,218957,CHEQUE,Water Pipeline Upgrade,Bengaluru,2202
TXN200539,2024-09-22,Urban Development,EduTech Solutions,V004,1047221,RTGS,Emergency Purchase,Mumbai,2210
TXN200540,2024-12-21,Health,RuralTech Services,V008,247156,CHEQUE,Electricity Infrastructure,Mumbai,3054
TXN200541,2024-07-13,Urban Development,GreenPower Ltd,V005,46006,CHEQUE,Electricity Infrastructure,Chennai,2210
TXN200542,2024-05-03,Public Works,EduTech Solutions,V004,259011,CHEQUE,Electricity Infrastructure,Chennai,3054
TXN200543,2025-01-11,Public Works,BuildRight Constructions,V003,122753,RTGS,Digital Education Program,Delhi,2210
TXN200544,2024-06-29,Rural Development,AquaWorks,V006,47703,CHEQUE,Road Repair Work,Delhi,3054
TXN200545,2024-05-25,Education,AquaWorks,V006,163538,RTGS,Medicine Procurement,Pune,3054
TXN200546,2024-11-30,Education,XYZ Medical,V002,105860,CHEQUE,Road Repair Work,Mumbai,3054
TXN200547,2024-08-07,Rural Development,ABC Pharma,V001,90616,CHEQUE,Digital Education Program,Chennai,3451
TXN200548,2024-10-14,Education,Metro Infra,V007,43375,NEFT,Infrastructure Maintenance,Chennai,3601
TXN200549,2024-10-12,Health,ABC Pharma,V001,246056,NEFT,Road Repair Work,Delhi,2202
TXN200550,2025-01-19,Urban Development,XYZ Medical,V002,128722,CHEQUE,Water Pipeline Upgrade,Bengaluru,3451
TXN200551,2024-07-15,Health,EduTech Solutions,V004,132953,RTGS,Medicine Procurement,Delhi,3601
TXN200552,2024-06-04,Education,RuralTech Services,V008,193495,CHEQUE,Electricity Infrastructure,Bengaluru,2210
TXN200553,2025-01-17,Rural Development,ABC Pharma,V001,84295,RTGS,Electricity Infrastructure,Mumbai,3451
TXN200554,2024-11-28,Urban Development,BuildRight Constructions,V003,1744320,CHEQUE,Road Repair Work,Delhi,2202
TXN200555,2024-07-27,Health,Metro Infra,V007,235356,NEFT,Electricity Infrastructure,Delhi,2202
TXN200556,2024-05-19,Education,ABC Pharma,V001,802091,RTGS,Infrastructure Maintenance,Mumbai,2210
TXN200557,2025-01-10,Rural Development,Metro Infra,V007,80216,RTGS,Medicine Procurement,Bengaluru,2210
TXN200558,2024-05-20,Education,BuildRight Constructions,V003,82681,CHEQUE,Water Pipeline Upgrade,Pune,2210
TXN200559,2024-12-18,Transport,ABC Pharma,V001,762310,CHEQUE,Electricity Infrastructure,Delhi,3601
TXN200560,2025-01-13,Urban Development,XYZ Medical,V002,213394,CHEQUE,Water Pipeline Upgrade,Pune,3451
TXN200561,2024-10-21,Rural Development,ABC Pharma,V001,94665,NEFT,Infrastructure Maintenance,Chennai,3451
TXN200562,2024-07-16,Health,EduTech Solutions,V004,68940,CHEQUE,Medicine Procurement,Chennai,3601
TXN200563,2024-09-28,Rural Development,XYZ Medical,V002,1201074,NEFT,Medicine Procurement,Pune,3054
TXN200564,2024-09-02,Public Works,GreenPower Ltd,V005,198971,CHEQUE,Digital Education Program,Mumbai,2210
TXN200565,2024-05-11,Health,ABC Pharma,V001,1148543,CHEQUE,Road Repair Work,Bengaluru,3451
TXN200566,2025-01-20,Rural Development,EduTech Solutions,V004,232069,NEFT,Medicine Procurement,Delhi,2210
TXN200567,2024-06-09,Transport,ABC Pharma,V001,116904,RTGS,Digital Education Program,Mumbai,3054
TXN200568,2024-09-01,Public Works,ABC Pharma,V001,64829,NEFT,Road Repair Work,Mumbai,3451
TXN200569,2024-09-14,Public Works,EduTech Solutions,V004,743884,RTGS,Infrastructure Maintenance,Chennai,3054
TXN200570,2024-09-16,Health,EduTech Solutions,V004,248299,NEFT,Water Pipeline Upgrade,Mumbai,2210
TXN200571,2024-04-19,Public Works,Metro Infra,V007,136239,NEFT,Water Pipeline Upgrade,Delhi,3451
TXN200572,2024-06-22,Education,ABC Pharma,V001,181140,NEFT,Road Repair Work,Chennai,2210
TXN200573,2024-07-18,Education,GreenPower Ltd,V005,272171,NEFT,Electricity Infrastructure,Pune,3451
TXN200574,2024-05-31,Education,RuralTech Services,V008,83629,CHEQUE,Electricity Infrastructure,Pune,3451
TXN200575,2024-08-06,Public Works,GreenPower Ltd,V005,64055,CHEQUE,Emergency Purchase,Mumbai,3054
TXN200576,2024-06-12,Rural Development,XYZ Medical,V002,222168,RTGS,Digital Education Program,Delhi,2210
TXN200577,2024-05-05,Urban Development,ABC Pharma,V001,856203,NEFT,Water Pipeline Upgrade,Delhi,3451
TXN200578,2024-12-18,Rural Development,GreenPower Ltd,V005,157972,NEFT,Medicine Procurement,Pune,3054
TXN200579,2024-10-20,Transport,BuildRight Constructions,V003,230922,NEFT,Emergency Purchase,Bengaluru,3054
TXN200580,2024-09-13,Education,ABC Pharma,V001,245651,NEFT,Medicine Procurement,Mumbai,3054
TXN200581,2024-09-19,Public Works,ABC Pharma,V001,59044,NEFT,Infrastructure Maintenance,Chennai,3054
TXN200582,2024-08-13,Education,ABC Pharma,V001,65454,NEFT,Road Repair Work,Pune,2210
TXN200583,2025-01-17,Urban Development,EduTech Solutions,V004,1320515,NEFT,Digital Education Program,Mumbai,3054
TXN200584,2024-10-04,Urban Development,BuildRight Constructions,V003,246564,CHEQUE,Digital Education Program,Pune,3054
TXN200585,2024-06-25,Urban Development,XYZ Medical,V002,278351,NEFT,Digital Education Program,Bengaluru,2210
TXN200586,2024-07-24,Rural Development,EduTech Solutions,V004,239922,RTGS,Emergency Purchase,Pune,2202
TXN200587,2024-11-28,Public Works,ABC Pharma,V001,1491491,RTGS,Infrastructure Maintenance,Pune,2210
TXN200588,2024-11-28,Transport,RuralTech Services,V008,1664591,CHEQUE,Electricity Infrastructure,Bengaluru,2210
TXN200589,2024-10-25,Health,RuralTech Services,V008,85565,NEFT,Road Repair Work,Bengaluru,2210
TXN200590,2024-05-31,Education,XYZ Medical,V002,156370,RTGS,Infrastructure Maintenance,Pune,3601
TXN200591,2024-04-30,Health,EduTech Solutions,V004,96588,CHEQUE,Water Pipeline Upgrade,Bengaluru,2210
TXN200592,2024-05-01,Transport,ABC Pharma,V001,84734,CHEQUE,Emergency Purchase,Pune,2202
TXN200593,2024-05-22,Health,RuralTech Services,V008,160831,CHEQUE,Infrastructure Maintenance,Delhi,3451
TXN200594,2024-09-10,Health,EduTech Solutions,V004,246850,RTGS,Medicine Procurement,Delhi,3451
TXN200595,2024-12-03,Public Works,BuildRight Constructions,V003,204507,CHEQUE,Emergency Purchase,Chennai,2210
TXN200596,2024-11-27,Rural Development,ABC Pharma,V001,101364,RTGS,Electricity Infrastructure,Chennai,2202
TXN200597,2024-10-04,Education,Metro Infra,V007,124412,CHEQUE,Medicine Procurement,Pune,2202
TXN200598,2024-07-26,Health,RuralTech Services,V008,61487,RTGS,Infrastructure Maintenance,Delhi,3054
TXN200599,2024-11-11,Education,EduTech Solutions,V004,122319,CHEQUE,Infrastructure Maintenance,Delhi,3451
